Subtotal,city,city_ascii,state_id,lat,lng
,Lincolnton,Lincolnton,GA,33.7931,-82.4776
,Lindale,Lindale,GA,34.1884,-85.1808
,Lithia Springs,Lithia Springs,GA,33.781,-84.6485
,Lithonia,Lithonia,GA,33.7128,-84.106
,Locust Grove,Locust Grove,GA,33.3442,-84.1071
,Loganville,Loganville,GA,33.8353,-83.8957
,Lone Oak,Lone Oak,GA,33.1724,-84.8173
,Lookout Mountain,Lookout Mountain,GA,34.9664,-85.3622
,Louisville,Louisville,GA,32.9954,-82.4
,Lovejoy,Lovejoy,GA,33.4426,-84.3176
,Ludowici,Ludowici,GA,31.7096,-81.7457
,Lula,Lula,GA,34.3956,-83.6655
,Lumber City,Lumber City,GA,31.933,-82.6828
,Lumpkin,Lumpkin,GA,32.0487,-84.7981
,Luthersville,Luthersville,GA,33.2096,-84.7442
,Lyerly,Lyerly,GA,34.4035,-85.4041
,Lyons,Lyons,GA,32.2062,-82.3215
,Mableton,Mableton,GA,33.8132,-84.5656
,Macon,Macon,GA,32.8065,-83.6974
,Madison,Madison,GA,33.579,-83.4758
,Manassas,Manassas,GA,32.1603,-82.02
,Manchester,Manchester,GA,32.8566,-84.6329
,Mansfield,Mansfield,GA,33.518,-83.7349
,Marietta,Marietta,GA,33.9533,-84.5422
,Marshallville,Marshallville,GA,32.4564,-83.9407
,Martin,Martin,GA,34.4856,-83.1983
,Martinez,Martinez,GA,33.5209,-82.0985
,Matthews,Matthews,GA,33.2176,-82.3079
,Maxeys,Maxeys,GA,33.7555,-83.1737
,Maysville,Maysville,GA,34.2557,-83.5521
,McCaysville,McCaysville,GA,34.9811,-84.3706
,McDonough,McDonough,GA,33.4399,-84.1509
,McIntyre,McIntyre,GA,32.8466,-83.2011
,McRae-Helena,McRae-Helena,GA,32.0635,-82.8968
,Meansville,Meansville,GA,33.0508,-84.3083
,Meigs,Meigs,GA,31.0713,-84.0922
,Mendes,Mendes,GA,31.9953,-81.9709
,Menlo,Menlo,GA,34.4835,-85.4776
,Metter,Metter,GA,32.3958,-82.0621
,Midville,Midville,GA,32.8218,-82.2347
,Midway,Midway,GA,31.8003,-81.419
,Milan,Milan,GA,32.0194,-83.0631
,Milledgeville,Milledgeville,GA,33.0874,-83.2414
,Millen,Millen,GA,32.8071,-81.9423
,Milner,Milner,GA,33.1177,-84.193
,Milton,Milton,GA,34.1353,-84.3138
,Mineral Bluff,Mineral Bluff,GA,34.914,-84.2776
,Mitchell,Mitchell,GA,33.2199,-82.7031
,Molena,Molena,GA,33.0122,-84.5005
,Monroe,Monroe,GA,33.799,-83.716
,Montezuma,Montezuma,GA,32.2997,-84.0246
,Montgomery,Montgomery,GA,31.9438,-81.1081
,Monticello,Monticello,GA,33.2955,-83.686
,Montrose,Montrose,GA,32.5595,-83.1535
,Moody AFB,Moody AFB,GA,30.9715,-83.1954
,Moreland,Moreland,GA,33.2861,-84.7699
,Morgan,Morgan,GA,31.5381,-84.6033
,Morganton,Morganton,GA,34.8749,-84.2442
,Morrow,Morrow,GA,33.5816,-84.3392
,Morven,Morven,GA,30.9434,-83.5003
,Moultrie,Moultrie,GA,31.1591,-83.7708
,Mount Airy,Mount Airy,GA,34.5221,-83.4977
,Mount Vernon,Mount Vernon,GA,32.1836,-82.5953
,Mount Zion,Mount Zion,GA,33.6409,-85.1804
,Mountain City,Mountain City,GA,34.9196,-83.3854
,Mountain Park,Mountain Park,GA,33.8458,-84.1313
,Nahunta,Nahunta,GA,31.2065,-81.9814
,Nashville,Nashville,GA,31.2051,-83.2486
,Nelson,Nelson,GA,34.379,-84.3707
,Newborn,Newborn,GA,33.5163,-83.6959
,Newington,Newington,GA,32.5888,-81.5063
,Newnan,Newnan,GA,33.3766,-84.7761
,Newton,Newton,GA,31.3172,-84.3376
,Nicholls,Nicholls,GA,31.5191,-82.6386
,Nicholson,Nicholson,GA,34.1172,-83.4289
,Norcross,Norcross,GA,33.9379,-84.2065
,Norman Park,Norman Park,GA,31.2692,-83.6843
,Norristown,Norristown,GA,32.5064,-82.4981
,North Decatur,North Decatur,GA,33.8073,-84.2889
,North Druid Hills,North Druid Hills,GA,33.8186,-84.3254
,North High Shoals,North High Shoals,GA,33.8271,-83.5014
,Norwood,Norwood,GA,33.4626,-82.7055
,Nunez,Nunez,GA,32.492,-82.3466
,Oak Park,Oak Park,GA,32.3822,-82.3153
,Oakwood,Oakwood,GA,34.2237,-83.8849
,Ochlocknee,Ochlocknee,GA,30.9752,-84.0517
,Ocilla,Ocilla,GA,31.5987,-83.2499
,Oconee,Oconee,GA,32.8535,-82.9576
,Odum,Odum,GA,31.6665,-82.0269
,Offerman,Offerman,GA,31.4088,-82.1132
,Oglethorpe,Oglethorpe,GA,32.2935,-84.0623
,Oliver,Oliver,GA,32.5214,-81.5331
,Omega,Omega,GA,31.3389,-83.5949
,Orchard Hill,Orchard Hill,GA,33.1851,-84.2123
,Oxford,Oxford,GA,33.6277,-83.8721
,Palmetto,Palmetto,GA,33.5311,-84.6677
,Panthersville,Panthersville,GA,33.7059,-84.2764
,Parrott,Parrott,GA,31.8943,-84.5117
,Patterson,Patterson,GA,31.3854,-82.1375
,Pavo,Pavo,GA,30.9597,-83.738
,Peachtree City,Peachtree City,GA,33.3943,-84.5712
,Peachtree Corners,Peachtree Corners,GA,33.967,-84.2319
,Pearson,Pearson,GA,31.297,-82.8544
,Pelham,Pelham,GA,31.1267,-84.1514
,Pembroke,Pembroke,GA,32.1455,-81.6185
,Pendergrass,Pendergrass,GA,34.1646,-83.6827
,Perkins,Perkins,GA,32.9149,-81.949
,Perry,Perry,GA,32.4719,-83.7282
,Phillipsburg,Phillipsburg,GA,31.4389,-83.5203
,Pine Lake,Pine Lake,GA,33.7904,-84.2061
,Pine Mountain,Pine Mountain,GA,32.8522,-84.8522
,Pinehurst,Pinehurst,GA,32.1955,-83.7596
,Pineview,Pineview,GA,32.1084,-83.503
,Pitts,Pitts,GA,31.9462,-83.5418
,Plains,Plains,GA,32.0331,-84.3946
,Plainville,Plainville,GA,34.4053,-85.0312
,Pooler,Pooler,GA,32.1043,-81.2568
,Port Wentworth,Port Wentworth,GA,32.1942,-81.1984
,Portal,Portal,GA,32.5383,-81.9297
,Porterdale,Porterdale,GA,33.5739,-83.894
,Poulan,Poulan,GA,31.5145,-83.7898
,Powder Springs,Powder Springs,GA,33.8659,-84.6838
,Pulaski,Pulaski,GA,32.3904,-81.9566
,Putney,Putney,GA,31.4756,-84.101
,Quitman,Quitman,GA,30.7849,-83.5603
,Ranger,Ranger,GA,34.5013,-84.7111
,Raoul,Raoul,GA,34.4548,-83.5995
,Ray City,Ray City,GA,31.0729,-83.196
,Rayle,Rayle,GA,33.7902,-82.9031
,Rebecca,Rebecca,GA,31.8072,-83.4876
,Redan,Redan,GA,33.7394,-84.1644
,Reed Creek,Reed Creek,GA,34.4395,-82.9103
,Register,Register,GA,32.3657,-81.8845
,Reidsville,Reidsville,GA,32.0871,-82.1244
,Remerton,Remerton,GA,30.8441,-83.3086
,Rentz,Rentz,GA,32.3835,-82.9917
,Resaca,Resaca,GA,34.5789,-84.944
,Rest Haven,Rest Haven,GA,34.1354,-83.9763
,Reynolds,Reynolds,GA,32.5609,-84.0943
,Rhine,Rhine,GA,31.9891,-83.2
,Riceboro,Riceboro,GA,31.7264,-81.4438
,Richland,Richland,GA,32.0885,-84.6625
,Richmond Hill,Richmond Hill,GA,31.9013,-81.3125
,Riddleville,Riddleville,GA,32.9069,-82.6661
,Rincon,Rincon,GA,32.2947,-81.2353
,Ringgold,Ringgold,GA,34.9137,-85.1216
,Riverdale,Riverdale,GA,33.564,-84.4103
,Roberta,Roberta,GA,32.7196,-84.0104
,Robins AFB,Robins AFB,GA,32.6093,-83.5846
,Rochelle,Rochelle,GA,31.9488,-83.4568
,Rockingham,Rockingham,GA,31.5441,-82.4145
,Rockmart,Rockmart,GA,34.0103,-85.0441
,Rocky Ford,Rocky Ford,GA,32.6636,-81.8297
,Rome,Rome,GA,34.2661,-85.1862
,Roopville,Roopville,GA,33.4567,-85.1304
,Rossville,Rossville,GA,34.9747,-85.2898
,Roswell,Roswell,GA,34.0391,-84.3513
,Royston,Royston,GA,34.2859,-83.1097
,Russell,Russell,GA,33.9797,-83.6922
,Rutledge,Rutledge,GA,33.6263,-83.6112
,Sale City,Sale City,GA,31.2625,-84.0214
,Salem,Salem,GA,32.7588,-84.1933
,Sandersville,Sandersville,GA,32.9827,-82.8089
,Sandy Springs,Sandy Springs,GA,33.9366,-84.3703
,Santa Claus,Santa Claus,GA,32.1712,-82.3298
,Sardis,Sardis,GA,32.9756,-81.7621
,Sasser,Sasser,GA,31.7199,-84.3478
,Satilla,Satilla,GA,31.7921,-82.564
,Sautee-Nacoochee,Sautee-Nacoochee,GA,34.6895,-83.686
,Savannah,Savannah,GA,32.0281,-81.1784
,Scotland,Scotland,GA,32.0472,-82.818
,Scottdale,Scottdale,GA,33.795,-84.2634
,Screven,Screven,GA,31.484,-82.0171
,Senoia,Senoia,GA,33.3082,-84.5546
,Seville,Seville,GA,31.9607,-83.6012
,Shady Dale,Shady Dale,GA,33.4007,-83.5881
,Shannon,Shannon,GA,34.3406,-85.0854
,Sharon,Sharon,GA,33.5601,-82.795
,Sharpsburg,Sharpsburg,GA,33.337,-84.6504
,Shellman,Shellman,GA,31.7571,-84.6159
,Shiloh,Shiloh,GA,32.8115,-84.6989
,Siloam,Siloam,GA,33.5366,-83.0812
,Skidaway Island,Skidaway Island,GA,31.9372,-81.0449
,Sky Valley,Sky Valley,GA,34.984,-83.3314
,Smithville,Smithville,GA,31.9013,-84.2552
,Smyrna,Smyrna,GA,33.8633,-84.5168
,Snellville,Snellville,GA,33.8563,-84.0038
,Social Circle,Social Circle,GA,33.6505,-83.7116
,Soperton,Soperton,GA,32.3782,-82.5944
,South Fulton,South Fulton,GA,33.6269,-84.5802
,Sparks,Sparks,GA,31.1693,-83.4405
,Sparta,Sparta,GA,33.2767,-82.9704
,Springfield,Springfield,GA,32.3634,-81.3029
,St. Marys,St. Marys,GA,30.7567,-81.5722
,St. Simons,St. Simons,GA,31.1774,-81.3857
,Stapleton,Stapleton,GA,33.217,-82.4672
,Statesboro,Statesboro,GA,32.4376,-81.775
,Statham,Statham,GA,33.9646,-83.6024
,Stillmore,Stillmore,GA,32.441,-82.2145
,Stockbridge,Stockbridge,GA,33.5253,-84.2294
,Stone Mountain,Stone Mountain,GA,33.8034,-84.1724
,Stonecrest,Stonecrest,GA,33.6842,-84.1372
,Sugar Hill,Sugar Hill,GA,34.1081,-84.056
,Summertown,Summertown,GA,32.7458,-82.2763
,Summerville,Summerville,GA,34.4787,-85.3491
,Sumner,Sumner,GA,31.5103,-83.7368
,Sunnyside,Sunnyside,GA,31.2406,-82.3411
,Sunset Village,Sunset Village,GA,32.8947,-84.4057
,Surrency,Surrency,GA,31.7215,-82.1988
,Suwanee,Suwanee,GA,34.0506,-84.0687
,Swainsboro,Swainsboro,GA,32.5866,-82.3345
,Sycamore,Sycamore,GA,31.671,-83.6353
,Sylvania,Sylvania,GA,32.7465,-81.641
,Sylvester,Sylvester,GA,31.53,-83.8338
,Talahi Island,Talahi Island,GA,32.0331,-80.976
,Talbotton,Talbotton,GA,32.6773,-84.5406
,Talking Rock,Talking Rock,GA,34.5277,-84.4941
,Tallapoosa,Tallapoosa,GA,33.7335,-85.2859
,Tallulah Falls,Tallulah Falls,GA,34.7258,-83.3816
,Talmo,Talmo,GA,34.1831,-83.7209
,Tarrytown,Tarrytown,GA,32.3187,-82.5596
,Taylorsville,Taylorsville,GA,34.086,-84.9876
,Temple,Temple,GA,33.7342,-85.0289
,Tennille,Tennille,GA,32.936,-82.8134
,The Rock,The Rock,GA,32.9635,-84.2378
,Thomaston,Thomaston,GA,32.8908,-84.3271
,Thomasville,Thomasville,GA,30.8394,-83.9782
,Thomson,Thomson,GA,33.4666,-82.4992
,Thunderbolt,Thunderbolt,GA,32.0339,-81.048
,Tifton,Tifton,GA,31.4625,-83.5205
,Tiger,Tiger,GA,34.8458,-83.433
,Tignall,Tignall,GA,33.8674,-82.742
,Toccoa,Toccoa,GA,34.5807,-83.3256
,Toomsboro,Toomsboro,GA,32.8225,-83.0826
,Trenton,Trenton,GA,34.8741,-85.5096
,Trion,Trion,GA,34.548,-85.3108
,Tucker,Tucker,GA,33.8436,-84.2021
,Tunnel Hill,Tunnel Hill,GA,34.8498,-85.0394
,Turin,Turin,GA,33.3234,-84.6375
,Twin City,Twin City,GA,32.5829,-82.1575
,Ty Ty,Ty Ty,GA,31.472,-83.6509
,Tybee Island,Tybee Island,GA,32.01,-80.8527
,Tyrone,Tyrone,GA,33.4753,-84.5941
,Unadilla,Unadilla,GA,32.2583,-83.7356
,Union City,Union City,GA,33.5941,-84.5629
,Union Point,Union Point,GA,33.6177,-83.0756
,Unionville,Unionville,GA,31.4363,-83.5084
,Uvalda,Uvalda,GA,32.0371,-82.508
,Valdosta,Valdosta,GA,30.8502,-83.2788
,Varnell,Varnell,GA,34.9015,-84.9645
,Vernonburg,Vernonburg,GA,31.9638,-81.1257
,Vidalia,Vidalia,GA,32.2125,-82.4019
,Vidette,Vidette,GA,33.0376,-82.2474
,Vienna,Vienna,GA,32.0925,-83.7864
,Villa Rica,Villa Rica,GA,33.7305,-84.917
,Vinings,Vinings,GA,33.8608,-84.4686
,Waco,Waco,GA,33.7026,-85.1893
,Wadley,Wadley,GA,32.8663,-82.4014
,Waleska,Waleska,GA,34.3171,-84.5499
,Walnut Grove,Walnut Grove,GA,33.7452,-83.8512
,Walthourville,Walthourville,GA,31.7716,-81.6216
,Warm Springs,Warm Springs,GA,32.8869,-84.678
,Warner Robins,Warner Robins,GA,32.597,-83.6529
,Warrenton,Warrenton,GA,33.4067,-82.6653
,Warwick,Warwick,GA,31.8298,-83.9206
,Washington,Washington,GA,33.7355,-82.7427
,Watkinsville,Watkinsville,GA,33.861,-83.4072
,Waverly Hall,Waverly Hall,GA,32.6837,-84.7378
,Waycross,Waycross,GA,31.2108,-82.3579
,Waynesboro,Waynesboro,GA,33.0909,-82.0146
,West Point,West Point,GA,32.8937,-85.1453
,Whigham,Whigham,GA,30.8845,-84.3247
,White,White,GA,34.2825,-84.7472
,White Plains,White Plains,GA,33.4807,-83.0372
,Whitemarsh Island,Whitemarsh Island,GA,32.0304,-81.0109
,Whitesburg,Whitesburg,GA,33.4928,-84.9137
,Willacoochee,Willacoochee,GA,31.3358,-83.0446
,Williamson,Williamson,GA,33.1777,-84.3582
,Wilmington Island,Wilmington Island,GA,32.0036,-80.9752
,Winder,Winder,GA,33.9917,-83.7218
,Winterville,Winterville,GA,33.9666,-83.2815
,Woodbine,Woodbine,GA,30.9595,-81.7175
,Woodbury,Woodbury,GA,32.9848,-84.5821
,Woodland,Woodland,GA,32.7877,-84.5606
,Woodstock,Woodstock,GA,34.1026,-84.509
,Woodville,Woodville,GA,33.6715,-83.1063
,Woolsey,Woolsey,GA,33.3627,-84.4113
,Wrens,Wrens,GA,33.2069,-82.3878
,Wrightsville,Wrightsville,GA,32.7265,-82.7197
,Yatesville,Yatesville,GA,32.9133,-84.1423
,Yonah,Yonah,GA,34.6437,-83.7411
,Young Harris,Young Harris,GA,34.9349,-83.8472
,Zebulon,Zebulon,GA,33.0926,-84.3423
,Ahuimanu,Ahuimanu,HI,21.4379,-157.8404
,Aiea,Aiea,HI,21.3865,-157.9232
,Ainaloa,Ainaloa,HI,19.5214,-154.9944
,Anahola,Anahola,HI,22.1455,-159.3151
,Captain Cook,Captain Cook,HI,19.4995,-155.8937
,Discovery Harbour,Discovery Harbour,HI,19.0415,-155.6254
,East Honolulu,East Honolulu,HI,21.2975,-157.7211
,Eden Roc,Eden Roc,HI,19.4917,-155.0958
,Eleele,Eleele,HI,21.9088,-159.5801
,Ewa Beach,Ewa Beach,HI,21.3181,-158.0073
,Ewa Gentry,Ewa Gentry,HI,21.3344,-158.0262
,Ewa Villages,Ewa Villages,HI,21.3418,-158.039
,Fern Acres,Fern Acres,HI,19.5082,-155.0785
,Fern Forest,Fern Forest,HI,19.4648,-155.1324
,Haena,Haena,HI,22.2186,-159.561
,Haiku-Pauwela,Haiku-Pauwela,HI,20.9156,-156.3022
,Halaula,Halaula,HI,20.2261,-155.7816
,Halawa,Halawa,HI,21.3753,-157.9185
,Haleiwa,Haleiwa,HI,21.5871,-158.1074
,Haliimaile,Haliimaile,HI,20.8671,-156.3381
,Hana,Hana,HI,20.772,-156.0107
,Hanalei,Hanalei,HI,22.2041,-159.4977
,Hanamaulu,Hanamaulu,HI,21.9954,-159.3493
,Hanapepe,Hanapepe,HI,21.914,-159.5874
,Hauula,Hauula,HI,21.6111,-157.9118
,Hawaiian Acres,Hawaiian Acres,HI,19.5325,-155.0497
,Hawaiian Beaches,Hawaiian Beaches,HI,19.5423,-154.9223
,Hawaiian Ocean View,Hawaiian Ocean View,HI,19.0959,-155.775
,Hawaiian Paradise Park,Hawaiian Paradise Park,HI,19.5828,-154.9693
,Hawi,Hawi,HI,20.2392,-155.8305
,Heeia,Heeia,HI,21.4211,-157.8203
,Hickam Housing,Hickam Housing,HI,21.3311,-157.9474
,Hilo,Hilo,HI,19.6886,-155.0864
,Holualoa,Holualoa,HI,19.6238,-155.9269
,Honalo,Honalo,HI,19.5787,-155.902
,Honaunau-Napoopoo,Honaunau-Napoopoo,HI,19.4538,-155.8588
,Honokaa,Honokaa,HI,20.0746,-155.4656
,Honolulu,Honolulu,HI,21.3294,-157.846
,Honomu,Honomu,HI,19.8695,-155.1124
,Iroquois Point,Iroquois Point,HI,21.3232,-157.9775
,Kaaawa,Kaaawa,HI,21.5485,-157.8534
,Kaanapali,Kaanapali,HI,20.9276,-156.6795
,Kahaluu,Kahaluu,HI,21.4576,-157.8453
,Kahaluu-Keauhou,Kahaluu-Keauhou,HI,19.5726,-155.958
,Kahuku,Kahuku,HI,21.6793,-157.9473
,Kahului,Kahului,HI,20.8715,-156.4603
,Kailua,Kailua,HI,21.392,-157.7396
,Kalaeloa,Kalaeloa,HI,21.3215,-158.0812
,Kalaheo,Kalaheo,HI,21.9159,-159.5236
,Kalaoa,Kalaoa,HI,19.7369,-156.0122
,Kalihiwai,Kalihiwai,HI,22.2165,-159.4405
,Kaneohe,Kaneohe,HI,21.4062,-157.7904
,Kaneohe Station,Kaneohe Station,HI,21.4451,-157.7515
,Kapaa,Kapaa,HI,22.091,-159.352
,Kapaau,Kapaau,HI,20.2267,-155.805
,Kapalua,Kapalua,HI,20.9959,-156.6418
,Kapolei,Kapolei,HI,21.3403,-158.0665
,Kaumakani,Kaumakani,HI,21.9187,-159.6241
,Kaunakakai,Kaunakakai,HI,21.0905,-156.9981
,Kawela Bay,Kawela Bay,HI,21.6991,-158.0026
,Keaau,Keaau,HI,19.6156,-155.0372
,Kealakekua,Kealakekua,HI,19.5286,-155.9033
,Kekaha,Kekaha,HI,21.9684,-159.7141
,Keokea,Keokea,HI,20.7211,-156.3624
,Kihei,Kihei,HI,20.7653,-156.4454
,Kilauea,Kilauea,HI,22.2108,-159.3964
,Ko Olina,Ko Olina,HI,21.3379,-158.1188
,Koloa,Koloa,HI,21.903,-159.461
,Kualapuu,Kualapuu,HI,21.1563,-157.0591
,Kukuihaele,Kukuihaele,HI,20.1195,-155.5654
,Kula,Kula,HI,20.7706,-156.3284
,Kurtistown,Kurtistown,HI,19.5833,-155.0721
,Lahaina,Lahaina,HI,20.8848,-156.6618
,Laie,Laie,HI,21.6443,-157.928
,Lanai City,Lanai City,HI,20.8279,-156.9147
,Launiupoko,Launiupoko,HI,20.8541,-156.6424
,Laupahoehoe,Laupahoehoe,HI,19.9749,-155.238
,Lawai,Lawai,HI,21.9203,-159.5006
,Leilani Estates,Leilani Estates,HI,19.4659,-154.9157
,Lihue,Lihue,HI,21.9728,-159.3541
,Maalaea,Maalaea,HI,20.8047,-156.4898
,Mahinahina,Mahinahina,HI,20.9539,-156.6565
,Maili,Maili,HI,21.4134,-158.1702
,Makaha,Makaha,HI,21.4734,-158.2103
,Makaha Valley,Makaha Valley,HI,21.4842,-158.1854
,Makakilo,Makakilo,HI,21.3591,-158.0813
,Makawao,Makawao,HI,20.848,-156.319
,Makena,Makena,HI,20.631,-156.4252
,Manele,Manele,HI,20.7419,-156.9012
,Maunaloa,Maunaloa,HI,21.1334,-157.2123
,Maunawili,Maunawili,HI,21.3667,-157.7713
,Mililani Mauka,Mililani Mauka,HI,21.4756,-157.9947
,Mililani Town,Mililani Town,HI,21.4465,-158.0147
,Mokuleia,Mokuleia,HI,21.5775,-158.1487
,Mountain View,Mountain View,HI,19.5358,-155.1596
,Naalehu,Naalehu,HI,19.0698,-155.5751
,Nanakuli,Nanakuli,HI,21.3892,-158.1445
,Nanawale Estates,Nanawale Estates,HI,19.5042,-154.9117
,Napili-Honokowai,Napili-Honokowai,HI,20.9767,-156.6646
,Ocean Pointe,Ocean Pointe,HI,21.3145,-158.0289
,Olinda,Olinda,HI,20.8261,-156.2917
,Olowalu,Olowalu,HI,20.8222,-156.6169
,Omao,Omao,HI,21.9236,-159.4814
,Orchidlands Estates,Orchidlands Estates,HI,19.557,-155.0142
,Paauilo,Paauilo,HI,20.0397,-155.3696
,Pahala,Pahala,HI,19.1995,-155.4794
,Pahoa,Pahoa,HI,19.4961,-154.9454
,Paia,Paia,HI,20.9062,-156.3678
,Pakala Village,Pakala Village,HI,21.9445,-159.6436
,Papaikou,Papaikou,HI,19.7917,-155.0962
,Paukaa,Paukaa,HI,19.7625,-155.0948
,Pearl City,Pearl City,HI,21.4031,-157.9566
,Pepeekeo,Pepeekeo,HI,19.8316,-155.1061
,Poipu,Poipu,HI,21.8834,-159.46
,Princeville,Princeville,HI,22.2177,-159.4809
,Puako,Puako,HI,19.9389,-155.8604
,Puhi,Puhi,HI,21.9622,-159.3918
,Pukalani,Pukalani,HI,20.8329,-156.3415
,Punaluu,Punaluu,HI,21.5811,-157.8901
,Pupukea,Pupukea,HI,21.6511,-158.0436
,Royal Kunia,Royal Kunia,HI,21.4053,-158.0318
,Schofield Barracks,Schofield Barracks,HI,21.4936,-158.0617
,Ualapue,Ualapue,HI,21.0704,-156.8355
,Volcano,Volcano,HI,19.48,-155.2487
,Wahiawa,Wahiawa,HI,21.5005,-158.0198
,Waialua,Waialua,HI,21.566,-158.1198
,Waianae,Waianae,HI,21.4569,-158.1759
,Waihee-Waiehu,Waihee-Waiehu,HI,20.9188,-156.5063
,Waikane,Waikane,HI,21.4921,-157.8721
,Waikapu,Waikapu,HI,20.8391,-156.5221
,Waikele,Waikele,HI,21.4025,-158.0058
,Waikoloa Village,Waikoloa Village,HI,19.9285,-155.8185
,Wailea,Wailea,HI,20.6873,-156.4291
,Wailua,Wailua,HI,22.055,-159.3406
,Wailua Homesteads,Wailua Homesteads,HI,22.065,-159.3771
,Wailuku,Wailuku,HI,20.8834,-156.5059
,Waimalu,Waimalu,HI,21.3913,-157.9345
,Waimanalo,Waimanalo,HI,21.3421,-157.7303
,Waimanalo Beach,Waimanalo Beach,HI,21.3288,-157.6975
,Waimea,Waimea,HI,20.0124,-155.6378
,Wainaku,Wainaku,HI,19.7449,-155.0985
,Wainiha,Wainiha,HI,22.1983,-159.5456
,Waiohinu,Waiohinu,HI,19.0716,-155.6143
,Waipahu,Waipahu,HI,21.3858,-158.0103
,Waipio,Waipio,HI,21.4143,-157.9965
,Waipio Acres,Waipio Acres,HI,21.4689,-158.0173
,West Loch Estate,West Loch Estate,HI,21.3617,-158.0246
,Wheeler AFB,Wheeler AFB,HI,21.4735,-158.0346
,Whitmore Village,Whitmore Village,HI,21.512,-158.0273
,Ackley,Ackley,IA,42.5519,-93.0526
,Ackworth,Ackworth,IA,41.3642,-93.4723
,Adair,Adair,IA,41.5004,-94.6434
,Adel,Adel,IA,41.6121,-94.0129
,Afton,Afton,IA,41.0276,-94.1954
,Agency,Agency,IA,40.9975,-92.3072
,Ainsworth,Ainsworth,IA,41.29,-91.5545
,Akron,Akron,IA,42.8268,-96.5571
,Albert City,Albert City,IA,42.7816,-94.9491
,Albia,Albia,IA,41.0272,-92.8039
,Albion,Albion,IA,42.1125,-92.9887
,Alburnett,Alburnett,IA,42.1492,-91.621
,Alden,Alden,IA,42.5114,-93.38
,Alexander,Alexander,IA,42.8044,-93.4786
,Algona,Algona,IA,43.0743,-94.2302
,Alleman,Alleman,IA,41.8158,-93.6094
,Allerton,Allerton,IA,40.7077,-93.3689
,Allison,Allison,IA,42.752,-92.7957
,Alta,Alta,IA,42.6717,-95.3045
,Alta Vista,Alta Vista,IA,43.1967,-92.417
,Alton,Alton,IA,42.9876,-96.0095
,Altoona,Altoona,IA,41.6481,-93.4784
,Alvord,Alvord,IA,43.3418,-96.3026
,Amana,Amana,IA,41.8025,-91.8741
,Ames,Ames,IA,42.0259,-93.6215
,Anamosa,Anamosa,IA,42.1091,-91.2758
,Anderson,Anderson,IA,40.7983,-95.6086
,Andover,Andover,IA,41.9799,-90.2529
,Andrew,Andrew,IA,42.1533,-90.5921
,Anita,Anita,IA,41.4438,-94.7658
,Ankeny,Ankeny,IA,41.7285,-93.6033
,Anthon,Anthon,IA,42.3881,-95.8657
,Aplington,Aplington,IA,42.5819,-92.8835
,Arcadia,Arcadia,IA,42.0862,-95.0432
,Archer,Archer,IA,43.1151,-95.7442
,Aredale,Aredale,IA,42.8332,-93.0054
,Arion,Arion,IA,41.9482,-95.4623
,Arispe,Arispe,IA,40.948,-94.2192
,Arlington,Arlington,IA,42.7488,-91.6711
,Armstrong,Armstrong,IA,43.3945,-94.4834
,Arnolds Park,Arnolds Park,IA,43.3601,-95.1265
,Arthur,Arthur,IA,42.3353,-95.3469
,Asbury,Asbury,IA,42.5119,-90.7795
,Ashton,Ashton,IA,43.3089,-95.7925
,Aspinwall,Aspinwall,IA,41.9105,-95.135
,Atalissa,Atalissa,IA,41.5715,-91.1665
,Athelstan,Athelstan,IA,40.5727,-94.5426
,Atkins,Atkins,IA,41.9943,-91.8585
,Atlantic,Atlantic,IA,41.3957,-95.0138
,Auburn,Auburn,IA,42.2496,-94.8778
,Audubon,Audubon,IA,41.7181,-94.9286
,Aurelia,Aurelia,IA,42.7131,-95.4368
,Aurora,Aurora,IA,42.6194,-91.7295
,Avoca,Avoca,IA,41.4829,-95.3372
,Ayrshire,Ayrshire,IA,43.0396,-94.8335
,Badger,Badger,IA,42.6142,-94.1446
,Bagley,Bagley,IA,41.8464,-94.4303
,Baldwin,Baldwin,IA,42.0731,-90.8385
,Balltown,Balltown,IA,42.6371,-90.87
,Bancroft,Bancroft,IA,43.2929,-94.2176
,Bankston,Bankston,IA,42.5074,-90.9613
,Barnes City,Barnes City,IA,41.5071,-92.4696
,Barnum,Barnum,IA,42.5062,-94.3657
,Bartlett,Bartlett,IA,40.8853,-95.7947
,Bassett,Bassett,IA,43.0615,-92.5153
,Batavia,Batavia,IA,40.9951,-92.1674
,Battle Creek,Battle Creek,IA,42.3168,-95.6003
,Baxter,Baxter,IA,41.8252,-93.1525
,Bayard,Bayard,IA,41.852,-94.5578
,Beacon,Beacon,IA,41.2747,-92.6814
,Beaconsfield,Beaconsfield,IA,40.8076,-94.0507
,Beaman,Beaman,IA,42.2202,-92.8221
,Beaver,Beaver,IA,42.0383,-94.14
,Beaverdale,Beaverdale,IA,40.8537,-91.2077
,Bedford,Bedford,IA,40.6711,-94.724
,Belle Plaine,Belle Plaine,IA,41.8954,-92.2751
,Bellevue,Bellevue,IA,42.2625,-90.4319
,Belmond,Belmond,IA,42.8466,-93.6084
,Bennett,Bennett,IA,41.74,-90.9734
,Bentley,Bentley,IA,41.3756,-95.6225
,Benton,Benton,IA,40.7041,-94.3612
,Berkley,Berkley,IA,41.9465,-94.1136
